chain_id,model,condition,response,predicted_label,ground_truth_label,correct,prompt_tokens,completion_tokens,cost
poker_shuffled_0017,claude-sonnet-4-5,v51_constraint_adapted,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0017,claude-haiku-4-5,control,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0017,claude-haiku-4-5,v51_constraint_adapted,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0018,claude-sonnet-4-5,control,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0018,claude-sonnet-4-5,v51_constraint_adapted,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0018,claude-haiku-4-5,control,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0018,claude-haiku-4-5,v51_constraint_adapted,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0019,claude-sonnet-4-5,control,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0019,claude-sonnet-4-5,v51_constraint_adapted,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0019,claude-haiku-4-5,control,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0019,claude-haiku-4-5,v51_constraint_adapted,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0020,claude-sonnet-4-5,control,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0020,claude-sonnet-4-5,v51_constraint_adapted,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0020,claude-haiku-4-5,control,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0020,claude-haiku-4-5,v51_constraint_adapted,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0021,claude-sonnet-4-5,control,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0021,claude-sonnet-4-5,v51_constraint_adapted,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0021,claude-haiku-4-5,control,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0021,claude-haiku-4-5,v51_constraint_adapted,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0022,claude-sonnet-4-5,control,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0022,claude-sonnet-4-5,v51_constraint_adapted,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0022,claude-haiku-4-5,control,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0022,claude-haiku-4-5,v51_constraint_adapted,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0023,claude-sonnet-4-5,control,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0023,claude-sonnet-4-5,v51_constraint_adapted,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0023,claude-haiku-4-5,control,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0023,claude-haiku-4-5,v51_constraint_adapted,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0024,claude-sonnet-4-5,control,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0024,claude-sonnet-4-5,v51_constraint_adapted,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0024,claude-haiku-4-5,control,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0024,claude-haiku-4-5,v51_constraint_adapted,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0025,claude-sonnet-4-5,control,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0025,claude-sonnet-4-5,v51_constraint_adapted,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0025,claude-haiku-4-5,control,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0025,claude-haiku-4-5,v51_constraint_adapted,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0026,claude-sonnet-4-5,control,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0026,claude-sonnet-4-5,v51_constraint_adapted,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0026,claude-haiku-4-5,control,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0026,claude-haiku-4-5,v51_constraint_adapted,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0027,claude-sonnet-4-5,control,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0027,claude-sonnet-4-5,v51_constraint_adapted,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0027,claude-haiku-4-5,control,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0027,claude-haiku-4-5,v51_constraint_adapted,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0028,claude-sonnet-4-5,control,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0028,claude-sonnet-4-5,v51_constraint_adapted,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0028,claude-haiku-4-5,control,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0028,claude-haiku-4-5,v51_constraint_adapted,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0029,claude-sonnet-4-5,control,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0029,claude-sonnet-4-5,v51_constraint_adapted,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0029,claude-haiku-4-5,control,YES,YES,NO,False,90,30,0.0003
poker_shuffled_0029,claude-haiku-4-5,v51_constraint_adapted,YES,YES,NO,False,90,30,0.0003
